vehicle_type,vehicle_make,vehicle_model,vehicle_year,vehicle_age,vehicle_condition,vehicle_price,engine_type,age,gender,occupation,region,driving_experience,claims_history,policy_tenure,policy_type,claim_id,claim_date,claim_amount,claim_reason,damage_type,reported_delay,police_report,repair_estimate,actual_repair_cost,submission_channel,payment_channel,customer_contacted,agent_id,agent_city,fraud_reported,net_premium
SUV,Honda,Civic,2002,23,New,7820.09,Hybrid,44,Female,Teacher,South,53,1,52,Third-party,C106596,2023-02-16 06:19:37,6736.08,Accident,Minor,2,0,2983.75,4197.03,Online,Bank Transfer,0,A646,East,0,657.81
SUV,Honda,CR-V,2004,21,Used,23508.03,Hybrid,32,Female,Engineer,West,4,0,3,Comprehensive,C106597,2021-07-13 15:22:47,6290.74,Theft,Total Loss,2,1,5447.91,7067.83,In-Person,Cash,1,A107,South,0,1500.09
SUV,BMW,X3,2008,17,New,3434.06,Petrol,20,Female,Teacher,East,48,0,46,Third-party,C106598,2020-10-22 02:24:13,9455.61,Theft,Minor,7,1,2628.31,3009.25,Phone,Cash,1,A741,North,0,527.57
Sedan,Mercedes,E-Class,2018,7,Used,10999.41,Electric,46,Female,Lawyer,North,30,1,28,Third-party,C106599,2018-03-17 22:13:55,3956.77,Theft,Minor,2,1,2619.29,3070.87,In-Person,Cash,0,A167,North,0,726.94
Van,BMW,X5,2012,13,Used,20117.22,Hybrid,48,Female,Unemployed,West,43,1,42,Collision,C106600,2021-11-09 22:34:35,6719.45,Theft,Minor,3,0,3871.5,924.83,Online,Cash,1,A315,West,0,1811.49
Sedan,Mercedes,E-Class,2005,20,New,15005.62,Petrol,57,Female,Driver,North,6,1,2,Collision,C106601,2022-09-22 21:49:30,4901.49,Accident,Minor,2,0,4646.39,6504.88,Online,Bank Transfer,1,A786,East,0,1314.99
SUV,Mercedes,C-Class,2010,15,Used,29533.69,Electric,72,Female,Engineer,North,14,0,12,Collision,C106602,2022-06-30 08:10:28,5468.91,Theft,Minor,5,1,3990.82,3016.28,Online,Check,1,A744,East,0,1201.33
SUV,BMW,X3,2020,5,New,21354.58,Hybrid,73,Female,Doctor,West,50,1,48,Collision,C106603,2023-04-15 09:54:00,6518.01,Accident,Minor,3,1,2232.87,5572.46,Online,Cash,1,A892,South,0,1697.61
Truck,Toyota,Camry,2020,5,Used,25007.67,Hybrid,35,Female,Teacher,Central,54,0,53,Third-party,C106604,2020-10-25 22:25:25,5779.51,Fire,Minor,2,0,6511.05,4004.37,In-Person,Check,0,A318,West,0,1441.32
Convertible,Honda,Accord,2013,12,Used,25333.92,Electric,41,Male,Lawyer,West,52,2,48,Collision,C106605,2021-09-24 13:27:31,7547.92,Fire,Minor,1,0,2800.73,2471.19,Phone,Bank Transfer,0,A985,East,0,1100.52
Truck,Hyundai,Sonata,2005,20,Used,16454.94,Electric,56,Female,Engineer,East,12,0,10,Comprehensive,C106606,2019-12-18 03:40:09,3854.21,Accident,Major,5,1,5379.5,4851.13,Phone,Cash,1,A801,East,0,1341.13
Truck,Mercedes,C-Class,2005,20,Used,11476.64,Petrol,71,Male,Lawyer,West,11,2,10,Collision,C106607,2023-03-16 00:27:51,6328.16,Accident,Minor,3,0,6060.79,4455.97,In-Person,Cash,1,A534,North,0,1132.32
Sedan,Mercedes,GLA,2016,9,Damaged,19600.43,Electric,74,Female,Engineer,East,18,2,14,Comprehensive,C106608,2022-03-08 18:51:26,994.01,Theft,Minor,2,0,4885.05,6039.8,Phone,Bank Transfer,1,A955,North,0,1645.2
Convertible,Toyota,Camry,2010,15,Used,26937.79,Petrol,61,Male,Driver,South,12,2,12,Comprehensive,C106609,2023-07-20 10:09:31,4858.4,Theft,Minor,2,1,5827.11,3073.92,Online,Check,1,A206,East,0,2098.54
Convertible,Hyundai,Tucson,2014,11,Used,18137.86,Electric,64,Female,Unemployed,West,26,2,26,Third-party,C106610,2021-01-07 22:41:36,5624.48,Theft,Major,1,1,5489.11,3123.32,Phone,Cash,0,A310,Central,0,1236.08
Sedan,Ford,Escape,2008,17,Used,24727.63,Hybrid,25,Male,Teacher,South,37,2,37,Third-party,C106611,2021-09-21 18:43:25,6455.15,Vandalism,Major,4,1,2585.06,500.0,In-Person,Cash,1,A650,West,0,1357.66
Van,Toyota,RAV4,2020,5,Damaged,19782.05,Petrol,46,Female,Engineer,West,32,0,29,Collision,C106612,2023-10-26 09:53:12,463.33,Accident,Minor,5,0,5976.09,5506.03,Phone,Check,1,A948,North,0,1156.46
Coupe,Hyundai,Elantra,2016,9,Damaged,7574.77,Petrol,65,Male,Doctor,East,5,0,4,Collision,C106613,2019-05-20 09:53:27,5313.87,Accident,Minor,4,0,3749.6,6871.02,In-Person,Cash,1,A819,Central,0,592.23
Sedan,Toyota,Corolla,2006,19,New,8255.32,Diesel,54,Male,Teacher,South,12,3,11,Comprehensive,C106614,2019-05-24 00:17:35,6432.71,Fire,Major,2,1,3762.86,3542.8,In-Person,Check,0,A999,Central,0,688.34
Van,Mercedes,GLA,2006,19,Damaged,32499.79,Hybrid,54,Male,Teacher,Central,12,1,8,Collision,C106615,2022-01-01 20:25:09,7289.23,Accident,Total Loss,2,0,1241.05,4171.28,Online,Check,1,A859,West,1,2490.34
Van,Honda,Civic,2020,5,Used,10659.8,Electric,26,Female,Lawyer,West,12,1,9,Comprehensive,C106616,2018-09-07 19:47:26,9721.51,Theft,Minor,0,1,5110.21,5070.02,Online,Check,1,A893,East,0,746.64
Convertible,Toyota,RAV4,2000,25,Damaged,14899.26,Petrol,62,Female,Teacher,East,19,0,19,Third-party,C106617,2018-11-29 05:20:47,3415.75,Vandalism,Major,7,1,2256.77,5823.78,Online,Bank Transfer,1,A545,Central,0,1360.19
Sedan,Ford,F-150,2007,18,Used,27340.7,Diesel,47,Male,Engineer,East,35,0,33,Comprehensive,C106618,2018-08-08 02:35:29,2491.11,Accident,Minor,4,1,4410.43,3442.68,Online,Bank Transfer,1,A762,West,0,2270.94
Sedan,BMW,X3,2004,21,New,10459.64,Electric,32,Male,Driver,North,36,4,33,Collision,C106619,2022-08-29 20:09:41,5610.55,Vandalism,Total Loss,2,0,5726.6,3220.96,Phone,Cash,1,A936,West,0,858.4
Convertible,Hyundai,Elantra,2018,7,Used,14531.9,Hybrid,57,Female,Engineer,East,44,0,43,Comprehensive,C106620,2019-08-12 00:51:29,4187.64,Vandalism,Major,0,0,2207.95,3226.48,Online,Cash,0,A173,East,0,1083.4
Truck,Toyota,RAV4,2007,18,Used,18306.83,Petrol,29,Male,Unemployed,East,8,2,8,Third-party,C106621,2021-10-01 12:27:42,8422.89,Accident,Major,2,0,5307.24,4793.84,In-Person,Check,1,A864,North,0,1524.29
Sedan,Toyota,Corolla,2016,9,New,17261.61,Diesel,69,Male,Teacher,West,16,1,12,Comprehensive,C106622,2022-11-30 15:34:15,6460.2,Accident,Minor,3,0,8447.61,1878.61,In-Person,Check,1,A802,South,0,1587.59
Coupe,Ford,Focus,2018,7,Used,12235.81,Diesel,58,Female,Doctor,South,34,2,32,Collision,C106623,2021-10-12 22:44:49,2197.82,Vandalism,Minor,5,0,5022.03,4463.49,Online,Bank Transfer,1,A257,North,0,993.37
Coupe,Honda,CR-V,2011,14,Used,18451.86,Diesel,44,Male,Unemployed,West,51,3,47,Third-party,C106624,2022-11-01 11:16:53,9271.48,Theft,Minor,4,0,1875.41,7259.16,Online,Bank Transfer,1,A124,West,0,893.21
SUV,Toyota,Camry,2022,3,Damaged,25432.68,Petrol,64,Female,Doctor,West,17,2,17,Third-party,C106625,2022-11-21 18:10:07,5137.8,Vandalism,Minor,5,1,2406.66,5138.79,Online,Check,1,A570,North,0,1661.25
SUV,Toyota,RAV4,2014,11,Used,19016.78,Hybrid,64,Female,Unemployed,Central,24,1,21,Collision,C106626,2020-04-11 21:03:06,0.0,Vandalism,Minor,2,1,2687.73,500.0,Online,Bank Transfer,1,A834,South,0,1628.71
Sedan,Honda,Civic,2003,22,Used,14732.26,Electric,48,Male,Engineer,Central,14,0,14,Collision,C106627,2021-04-08 06:50:04,5088.87,Fire,Major,1,1,3304.69,2563.9,Online,Check,1,A439,South,0,832.65
Van,Ford,Escape,2022,3,Damaged,27568.78,Electric,30,Male,Engineer,West,22,0,21,Collision,C106628,2022-02-27 16:58:02,7283.72,Fire,Minor,1,1,3622.97,4330.39,Phone,Check,1,A138,Central,1,1377.1
Coupe,Hyundai,Elantra,2011,14,Used,33651.67,Diesel,32,Female,Engineer,Central,0,1,0,Collision,C106629,2019-03-02 16:29:56,3225.4,Vandalism,Minor,3,1,7724.47,1572.55,In-Person,Cash,0,A189,North,0,1965.46
Coupe,Hyundai,Sonata,2012,13,Used,27641.13,Electric,71,Male,Engineer,North,40,1,39,Comprehensive,C106630,2023-02-22 01:15:42,4531.76,Theft,Minor,2,1,2851.71,3506.3,Phone,Bank Transfer,1,A175,North,0,1949.46
Convertible,Toyota,RAV4,2013,12,New,11013.85,Hybrid,22,Male,Lawyer,East,37,0,35,Third-party,C106631,2023-09-17 12:31:04,1745.41,Fire,Minor,7,1,1693.56,4631.08,Online,Cash,1,A155,Central,0,713.19
Coupe,Honda,CR-V,2004,21,Used,11226.19,Diesel,59,Female,Engineer,West,17,5,14,Comprehensive,C106632,2020-05-01 02:05:23,3634.68,Theft,Major,1,0,6882.7,2903.63,Online,Cash,1,A282,Central,0,1062.7
Van,Toyota,Camry,2021,4,New,23495.97,Hybrid,72,Female,Lawyer,South,0,3,0,Comprehensive,C106633,2020-10-12 15:36:44,3442.6,Theft,Minor,2,1,2697.06,4791.56,Phone,Cash,1,A913,Central,0,1237.38
SUV,BMW,X3,2015,10,Damaged,21368.37,Hybrid,42,Female,Teacher,Central,53,1,49,Collision,C106634,2019-04-21 23:55:15,2412.64,Theft,Minor,2,0,2767.88,4658.81,In-Person,Check,1,A357,East,0,1228.49
SUV,Hyundai,Tucson,2006,19,Damaged,10201.79,Petrol,29,Female,Engineer,North,38,0,35,Collision,C106635,2021-12-28 08:27:39,7322.16,Accident,Minor,3,1,3507.98,3407.37,Phone,Bank Transfer,0,A671,West,0,940.61
Convertible,Mercedes,GLA,2014,11,Used,22291.47,Petrol,66,Female,Engineer,Central,9,2,9,Comprehensive,C106636,2023-01-25 11:39:38,5725.84,Fire,Total Loss,3,1,2245.3,1882.92,In-Person,Check,1,A172,West,0,1815.28
SUV,BMW,X3,2012,13,New,20790.95,Electric,26,Female,Doctor,North,30,1,27,Comprehensive,C106637,2019-09-13 12:20:10,1408.28,Vandalism,Minor,1,0,2953.98,1835.77,Phone,Bank Transfer,0,A688,South,0,1718.43
Truck,Toyota,RAV4,2015,10,Used,31823.35,Diesel,43,Male,Teacher,North,37,2,33,Collision,C106638,2020-08-08 20:59:19,1771.45,Theft,Minor,2,1,2887.37,3082.47,Online,Bank Transfer,1,A941,North,0,2697.0
SUV,Ford,Focus,2011,14,Used,16516.03,Petrol,54,Male,Teacher,North,6,0,4,Third-party,C106639,2023-01-02 06:51:00,5038.69,Vandalism,Minor,1,1,7275.58,4397.26,In-Person,Cash,1,A333,Central,0,1481.38
Coupe,Hyundai,Tucson,2006,19,Used,31092.82,Electric,26,Female,Engineer,West,37,1,36,Comprehensive,C106640,2023-04-19 09:12:40,4117.28,Fire,Major,2,0,5304.03,525.94,Phone,Cash,0,A364,North,0,1903.47
Van,Mercedes,E-Class,2015,10,Used,31443.34,Diesel,22,Female,Teacher,East,7,2,7,Third-party,C106641,2021-01-21 11:34:21,4076.83,Accident,Minor,3,0,2733.61,2190.8,Online,Check,0,A517,Central,0,1697.81
Van,BMW,X5,2022,3,Used,14615.98,Hybrid,72,Male,Driver,West,33,0,31,Third-party,C106642,2019-11-18 18:23:54,2479.89,Vandalism,Minor,3,0,5319.52,5502.66,In-Person,Check,0,A497,East,0,1268.77
Truck,Hyundai,Tucson,2022,3,Damaged,22832.29,Hybrid,63,Male,Unemployed,East,8,3,8,Third-party,C106643,2022-10-18 12:21:20,7832.53,Fire,Major,6,0,4877.88,4575.49,Phone,Bank Transfer,0,A561,Central,0,1283.55
Van,Honda,Civic,2012,13,Used,18308.35,Petrol,24,Female,Doctor,South,24,0,24,Comprehensive,C106644,2023-10-31 06:03:51,7384.67,Fire,Major,4,0,3737.51,2418.71,In-Person,Bank Transfer,1,A745,Central,0,1357.62
Van,Ford,Focus,2022,3,Used,17980.68,Hybrid,58,Female,Teacher,Central,26,0,26,Third-party,C106645,2019-08-21 20:09:03,4250.3,Theft,Minor,1,0,1132.52,6971.23,Online,Cash,1,A514,West,0,1430.29
Van,BMW,X5,2002,23,Used,21969.94,Electric,48,Male,Driver,West,40,0,38,Collision,C106646,2023-08-28 18:17:03,4524.48,Theft,Major,3,1,3171.79,5828.51,In-Person,Bank Transfer,1,A543,West,1,1024.2
Sedan,Honda,Accord,2014,11,Used,13680.54,Diesel,61,Female,Engineer,Central,6,0,4,Comprehensive,C106647,2021-01-29 01:49:42,63.08,Accident,Total Loss,5,1,3109.82,1970.43,In-Person,Check,0,A423,East,0,1230.18
Truck,Toyota,Corolla,2002,23,New,7237.66,Diesel,54,Female,Doctor,Central,31,2,31,Third-party,C106648,2020-02-08 08:42:33,3619.33,Vandalism,Minor,2,1,3833.59,2272.35,In-Person,Cash,0,A117,West,0,734.98
Truck,Honda,CR-V,2006,19,Used,15744.4,Petrol,24,Female,Unemployed,South,8,1,6,Comprehensive,C106649,2019-10-15 06:46:25,2472.54,Accident,Major,2,1,7333.91,1794.22,Phone,Check,1,A498,Central,0,1284.54
SUV,BMW,X5,2017,8,New,29447.04,Electric,22,Male,Doctor,Central,16,2,12,Collision,C106650,2023-02-23 22:47:25,6845.09,Vandalism,Minor,2,1,6788.11,4603.41,Phone,Bank Transfer,1,A789,West,0,1501.54
Coupe,BMW,X3,2013,12,New,18373.5,Electric,69,Female,Doctor,East,34,1,31,Comprehensive,C106651,2021-07-08 22:50:18,9256.88,Accident,Minor,6,0,3053.26,2974.41,Online,Check,1,A221,Central,0,1469.77
Truck,Toyota,Camry,2017,8,Used,19814.05,Diesel,34,Female,Driver,West,47,1,47,Collision,C106652,2020-02-22 08:16:00,3679.71,Vandalism,Minor,2,0,1821.91,4303.87,Phone,Cash,0,A647,West,0,913.63
Convertible,Honda,Civic,2018,7,Used,26341.2,Petrol,28,Male,Lawyer,South,15,5,12,Comprehensive,C106653,2019-09-24 03:14:51,1951.96,Theft,Major,0,0,4173.13,6949.34,In-Person,Cash,1,A106,Central,0,2382.2
Truck,Honda,Accord,2013,12,Used,7222.69,Petrol,54,Female,Doctor,East,1,1,1,Comprehensive,C106654,2020-08-31 17:51:50,6541.89,Fire,Minor,0,0,4311.86,7253.48,Phone,Check,0,A756,West,0,788.51
Convertible,Toyota,Camry,2019,6,Used,23512.86,Hybrid,53,Male,Driver,East,42,5,38,Comprehensive,C106655,2019-08-10 18:50:49,0.0,Theft,Major,3,1,3849.82,4498.15,Phone,Bank Transfer,1,A837,West,0,1887.6
Van,Honda,CR-V,2005,20,Used,33358.83,Electric,44,Male,Unemployed,South,30,3,29,Collision,C106656,2022-03-30 03:15:54,456.39,Theft,Minor,3,1,3542.78,3742.67,In-Person,Cash,1,A733,South,0,2108.36
Coupe,Hyundai,Sonata,2007,18,Used,20732.25,Hybrid,18,Male,Lawyer,South,15,0,13,Comprehensive,C106657,2018-10-29 17:08:06,605.5,Theft,Total Loss,6,0,5580.99,8356.2,In-Person,Cash,1,A164,Central,0,1736.49
Convertible,Toyota,RAV4,2006,19,Used,4616.17,Hybrid,18,Female,Driver,Central,46,3,45,Third-party,C106658,2022-08-11 21:46:09,2534.12,Accident,Minor,6,1,5673.46,678.69,Online,Check,1,A874,South,0,467.18
Coupe,Ford,F-150,2019,6,Used,19388.87,Diesel,31,Male,Driver,North,32,2,28,Comprehensive,C106659,2018-05-22 05:37:59,6531.34,Vandalism,Minor,2,0,1723.28,1489.88,Phone,Cash,1,A863,West,0,1053.8
Coupe,BMW,X5,2017,8,New,24881.74,Electric,70,Male,Driver,East,20,2,20,Comprehensive,C106660,2022-09-23 15:15:40,4653.21,Accident,Major,3,0,3198.22,6250.27,Online,Cash,0,A699,South,0,1392.32
Sedan,Ford,Escape,2017,8,New,20896.6,Electric,45,Female,Doctor,East,16,4,15,Comprehensive,C106661,2018-01-13 01:15:51,7058.46,Accident,Major,2,0,1693.98,7630.76,Phone,Cash,1,A146,East,0,1116.73
Coupe,Hyundai,Sonata,2014,11,New,22179.62,Diesel,58,Male,Engineer,North,34,2,32,Collision,C106662,2020-01-07 12:41:34,5970.46,Theft,Minor,4,0,3320.32,4309.3,In-Person,Check,0,A817,South,0,1039.07
Van,Hyundai,Sonata,2019,6,Used,23140.88,Petrol,18,Male,Unemployed,East,53,0,50,Third-party,C106663,2021-09-24 18:19:33,5525.54,Fire,Major,2,0,4556.68,3952.97,Phone,Bank Transfer,1,A968,North,0,1903.24
Convertible,Mercedes,E-Class,2021,4,Used,12542.06,Hybrid,25,Male,Doctor,West,53,5,50,Third-party,C106664,2018-01-19 15:10:54,8269.75,Theft,Major,2,0,3838.57,8321.64,In-Person,Check,1,A174,East,0,1143.21
Coupe,Mercedes,C-Class,2018,7,Used,13541.97,Hybrid,62,Female,Unemployed,Central,50,0,47,Comprehensive,C106665,2018-02-02 20:54:35,2945.23,Theft,Minor,5,0,2058.18,3072.76,Online,Cash,1,A466,Central,0,1353.6
Van,Mercedes,GLA,2021,4,Used,17042.85,Hybrid,58,Male,Unemployed,Central,51,1,49,Third-party,C106666,2022-02-20 20:07:40,4629.97,Vandalism,Minor,6,1,4621.12,1135.08,In-Person,Check,1,A614,West,0,1294.63
Sedan,Toyota,Corolla,2020,5,Used,23141.39,Hybrid,64,Female,Doctor,West,6,1,3,Third-party,C106667,2020-07-17 06:53:38,3521.85,Fire,Minor,4,0,6166.1,2959.6,Online,Bank Transfer,1,A208,West,0,1249.48
Van,Honda,Accord,2020,5,New,10487.33,Electric,60,Male,Doctor,North,53,1,50,Comprehensive,C106668,2018-04-13 15:37:37,3960.85,Vandalism,Minor,1,1,7643.94,2954.75,In-Person,Bank Transfer,1,A396,West,0,757.1
Van,Hyundai,Elantra,2001,24,New,36450.7,Diesel,43,Female,Doctor,South,28,0,24,Third-party,C106669,2022-04-02 22:27:34,4938.04,Accident,Major,2,0,2987.28,5923.04,Online,Check,1,A905,East,0,2230.57
Truck,Ford,F-150,2007,18,Used,3000.0,Petrol,53,Female,Lawyer,East,10,2,9,Collision,C106670,2022-07-15 13:20:13,3623.27,Theft,Major,5,0,5325.23,5229.29,Online,Bank Transfer,1,A802,Central,0,437.05
SUV,Ford,F-150,2020,5,Used,6346.2,Diesel,46,Male,Lawyer,East,29,0,25,Third-party,C106671,2019-06-29 15:25:19,6519.42,Theft,Minor,5,0,8541.97,3576.36,Online,Check,1,A408,North,0,717.54
Convertible,Ford,F-150,2010,15,Used,24429.38,Diesel,57,Female,Driver,South,17,1,13,Comprehensive,C106672,2019-02-08 12:35:35,5101.51,Accident,Major,1,0,5136.46,4680.6,Phone,Check,0,A721,North,0,1824.45
SUV,Ford,F-150,2017,8,Used,23740.39,Hybrid,62,Female,Teacher,South,56,1,54,Comprehensive,C106673,2019-05-21 06:57:12,5127.39,Vandalism,Minor,1,0,2529.79,4271.0,Online,Check,0,A188,South,0,1754.3
Sedan,Mercedes,GLA,2022,3,New,19421.02,Hybrid,66,Female,Unemployed,North,45,4,41,Third-party,C106674,2019-02-27 21:17:33,6874.18,Theft,Total Loss,7,1,3007.31,3267.14,Online,Cash,0,A388,North,0,1283.16
Sedan,Ford,Escape,2012,13,Used,25409.59,Hybrid,21,Female,Teacher,East,15,1,15,Comprehensive,C106675,2021-12-12 06:23:44,7660.43,Vandalism,Minor,5,1,6147.14,4370.94,In-Person,Check,1,A883,South,0,1604.44
Van,Honda,Civic,2008,17,Used,24541.62,Diesel,59,Male,Engineer,South,5,2,5,Collision,C106676,2019-07-20 02:29:13,3467.94,Theft,Total Loss,7,1,6489.16,4835.17,In-Person,Bank Transfer,1,A548,North,0,1784.43
SUV,Mercedes,E-Class,2008,17,Damaged,20000.64,Petrol,19,Male,Driver,East,1,3,1,Third-party,C106677,2020-08-25 08:22:33,4763.2,Fire,Minor,4,1,7067.64,500.0,Phone,Cash,1,A490,East,0,1036.79
Convertible,Ford,Escape,2016,9,Used,22145.89,Petrol,47,Male,Unemployed,West,54,2,51,Collision,C106678,2022-03-09 17:23:45,5122.72,Fire,Major,3,1,4215.13,3664.07,Phone,Cash,0,A504,South,0,1416.58
Convertible,Toyota,Camry,2006,19,New,3000.0,Petrol,64,Female,Engineer,South,42,1,38,Third-party,C106679,2020-06-30 18:03:25,6640.77,Vandalism,Major,5,1,6150.18,4424.82,Online,Check,1,A941,West,1,413.88
Van,BMW,X3,2008,17,Used,18934.66,Electric,37,Male,Lawyer,North,42,1,38,Third-party,C106680,2020-08-03 19:33:33,6634.73,Vandalism,Major,0,1,7454.91,5065.66,In-Person,Bank Transfer,1,A776,East,0,915.23
Convertible,BMW,X3,2021,4,Used,19618.45,Electric,47,Female,Doctor,North,9,1,6,Comprehensive,C106681,2021-06-19 06:23:39,8167.48,Theft,Minor,5,1,4171.71,1671.46,Phone,Cash,1,A131,West,0,1866.57
Truck,BMW,X5,2000,25,New,35302.64,Hybrid,35,Male,Engineer,East,3,2,0,Comprehensive,C106682,2021-09-11 09:26:46,6185.96,Accident,Minor,4,1,6561.51,500.0,Online,Check,1,A585,East,0,1834.35
SUV,Mercedes,C-Class,2001,24,Used,13394.59,Petrol,47,Female,Engineer,East,48,1,45,Comprehensive,C106683,2020-05-28 16:55:28,6837.18,Accident,Major,0,0,4143.6,1932.02,Phone,Bank Transfer,1,A260,East,0,727.93
Sedan,Ford,Escape,2003,22,Damaged,19713.08,Electric,63,Female,Lawyer,North,9,1,7,Comprehensive,C106684,2021-12-02 08:02:24,7192.19,Accident,Minor,2,0,5408.37,2833.03,In-Person,Bank Transfer,0,A646,West,0,1184.99
Convertible,Hyundai,Tucson,2013,12,Used,31389.07,Diesel,52,Male,Driver,East,8,3,7,Third-party,C106685,2021-11-03 23:29:50,4209.44,Vandalism,Minor,0,0,2421.15,4267.63,Phone,Cash,1,A325,East,0,1725.7
Convertible,Hyundai,Sonata,2003,22,Used,24480.9,Diesel,18,Female,Doctor,North,44,1,42,Collision,C106686,2019-06-05 12:04:30,3898.7,Fire,Total Loss,8,1,5694.09,5244.27,Online,Bank Transfer,1,A239,Central,0,1543.29
Convertible,Hyundai,Elantra,2001,24,Used,20201.32,Hybrid,20,Female,Doctor,Central,42,0,39,Collision,C106687,2019-01-14 03:51:30,1799.31,Vandalism,Major,2,1,500.0,8696.09,Online,Cash,1,A864,Central,0,1004.04
Van,Mercedes,GLA,2007,18,New,27698.57,Diesel,40,Male,Driver,North,41,3,41,Collision,C106688,2020-04-23 16:13:11,6489.13,Theft,Major,2,0,3561.04,5134.57,In-Person,Bank Transfer,1,A500,Central,0,1263.1
Sedan,Honda,Accord,2017,8,Used,13658.22,Electric,62,Female,Unemployed,Central,23,2,23,Collision,C106689,2021-04-08 07:03:01,4915.11,Accident,Major,4,1,4376.31,3669.32,In-Person,Bank Transfer,1,A915,Central,0,775.3
SUV,Toyota,Camry,2018,7,Used,33802.47,Petrol,57,Female,Lawyer,West,4,1,4,Comprehensive,C106690,2020-05-21 06:55:52,5099.63,Vandalism,Minor,1,0,2581.27,3091.51,Phone,Check,1,A916,West,0,2171.41
Convertible,Toyota,Camry,2013,12,Damaged,25139.96,Electric,39,Female,Unemployed,West,34,2,30,Comprehensive,C106691,2023-04-19 02:27:22,0.0,Theft,Major,4,0,1378.86,3625.12,Phone,Bank Transfer,1,A969,Central,0,1976.85
Truck,BMW,3 Series,2019,6,Used,6992.29,Electric,66,Male,Lawyer,West,3,0,0,Comprehensive,C106692,2022-07-05 00:28:09,8428.64,Fire,Total Loss,4,1,6559.2,4156.15,Phone,Check,1,A658,South,0,848.8
Coupe,BMW,3 Series,2009,16,Used,15158.32,Hybrid,72,Male,Engineer,South,34,4,34,Third-party,C106693,2018-11-14 19:36:10,4102.68,Accident,Total Loss,4,0,500.0,5010.16,Phone,Bank Transfer,1,A402,North,0,1002.25
Van,Hyundai,Tucson,2016,9,New,3000.0,Petrol,65,Male,Teacher,North,41,4,41,Third-party,C106694,2019-10-17 05:35:52,5133.01,Theft,Total Loss,4,1,6362.8,5229.69,In-Person,Bank Transfer,1,A749,Central,0,415.84
SUV,Hyundai,Sonata,2007,18,Used,26366.17,Diesel,65,Male,Teacher,Central,55,1,53,Collision,C106695,2020-07-09 09:55:27,3494.01,Vandalism,Minor,2,1,1908.87,8724.5,Online,Cash,1,A247,South,0,1529.02
Convertible,BMW,X5,2013,12,Used,24508.07,Petrol,61,Male,Lawyer,Central,12,4,9,Comprehensive,C106696,2020-08-06 10:37:02,0.0,Vandalism,Minor,3,0,3068.89,4769.79,Online,Cash,0,A405,South,0,2119.28
SUV,Ford,Escape,2020,5,Used,16317.79,Diesel,68,Female,Driver,Central,36,1,32,Collision,C106697,2023-06-13 01:43:16,1328.85,Fire,Major,1,1,500.0,4970.43,Phone,Cash,1,A793,West,0,1066.68
Van,Honda,CR-V,2022,3,Used,29602.86,Hybrid,65,Female,Unemployed,North,31,1,30,Comprehensive,C106698,2020-09-18 12:01:22,8181.93,Theft,Minor,4,1,6147.57,5838.45,Online,Check,0,A914,Central,0,1436.64
Coupe,Honda,Civic,2007,18,Used,19331.77,Petrol,32,Male,Driver,West,44,2,41,Comprehensive,C106699,2020-08-14 20:54:42,5347.47,Fire,Major,2,1,6715.36,3416.45,In-Person,Check,1,A987,North,1,1567.75
Truck,Honda,Accord,2004,21,Used,40987.08,Electric,58,Female,Teacher,South,55,2,55,Comprehensive,C106700,2023-11-07 19:08:54,4097.35,Theft,Minor,2,1,7169.99,2495.85,In-Person,Bank Transfer,1,A846,East,0,2516.97
Convertible,Honda,Accord,2015,10,Used,10404.52,Petrol,33,Male,Unemployed,North,0,2,0,Comprehensive,C106701,2019-11-13 05:43:15,0.0,Vandalism,Minor,3,0,3057.16,3174.0,Online,Cash,0,A763,South,0,647.97
Truck,BMW,3 Series,2007,18,Used,25133.52,Hybrid,44,Male,Driver,South,56,2,55,Third-party,C106702,2019-02-24 22:44:32,6238.29,Theft,Minor,5,0,2212.97,500.0,Phone,Check,1,A482,Central,0,2049.64
Van,Toyota,RAV4,2009,16,Used,16820.79,Petrol,49,Male,Driver,South,10,1,7,Collision,C106703,2021-01-05 04:09:03,6985.92,Vandalism,Minor,1,1,500.0,2276.03,Phone,Cash,1,A111,East,0,1428.21
Truck,BMW,3 Series,2007,18,New,14583.67,Diesel,51,Female,Unemployed,South,25,4,24,Third-party,C106704,2018-08-16 15:35:17,5599.92,Fire,Minor,2,1,5865.62,4612.3,In-Person,Cash,1,A666,West,1,884.34
Van,Honda,Accord,2008,17,Used,18615.49,Petrol,74,Female,Doctor,North,2,0,2,Comprehensive,C106705,2018-05-28 06:06:02,3262.57,Theft,Minor,3,1,4755.17,3472.58,In-Person,Bank Transfer,1,A995,West,0,1198.61
Coupe,BMW,X3,2017,8,Used,22936.02,Petrol,59,Female,Unemployed,West,48,0,45,Third-party,C106706,2020-10-04 00:38:58,5644.75,Theft,Minor,2,0,3025.97,873.54,Phone,Check,0,A668,East,0,1828.74
Truck,Honda,Civic,2002,23,New,20466.39,Hybrid,29,Male,Driver,West,50,1,46,Comprehensive,C106707,2018-09-18 12:29:09,4778.41,Fire,Total Loss,3,1,2500.75,4360.11,Phone,Cash,1,A244,West,0,1593.38
SUV,Mercedes,C-Class,2016,9,Used,25421.46,Petrol,35,Male,Doctor,East,12,1,10,Collision,C106708,2022-04-21 17:42:31,8167.79,Accident,Total Loss,2,0,5914.52,500.0,Online,Check,1,A226,Central,0,1130.06
